,home,away,score,season,home_stadium,away_stadium,home_coordinates,away_coordinates,distance
9351,West Ham United,Crystal Palace,2–2,2015-16,London Stadium,Selhurst Park,"51.53862065, -0.016623759002470637","51.39824295, -0.085255058181276",10.146957215524454
9352,West Ham United,Everton,1–1,2015-16,London Stadium,Goodison Park,"51.53862065, -0.016623759002470637","53.4387191, -2.9664539939087415",180.97541986832363
9353,West Ham United,Leicester City,1–2,2015-16,London Stadium,King Power Stadium,"51.53862065, -0.016623759002470637","52.62039695, -1.1423352051152724",88.84348317712092
9354,West Ham United,Liverpool,2–0,2015-16,London Stadium,Anfield,"51.53862065, -0.016623759002470637","53.4308358, -2.9609095414165294",180.42674916024833
9355,West Ham United,Manchester City,2–2,2015-16,London Stadium,City of Manchester Stadium,"51.53862065, -0.016623759002470637","53.48309105, -2.2002520023433307",162.9637790375686
9356,West Ham United,Manchester United,3–2,2015-16,London Stadium,Old Trafford,"51.53862065, -0.016623759002470637","53.46310955, -2.2913864850545362",164.05613326163152
9357,West Ham United,Newcastle United,2–0,2015-16,London Stadium,St James' Park,"51.53862065, -0.016623759002470637","54.9754693, -1.621873666214279",246.79735053010512
9358,West Ham United,Norwich City,2–2,2015-16,London Stadium,Carrow Road,"51.53862065, -0.016623759002470637","52.6219835, 1.3101317640023948",93.82962695316117
9359,West Ham United,Southampton,2–1,2015-16,London Stadium,St Mary's Stadium,"51.53862065, -0.016623759002470637","50.90582665, -1.390881661218431",73.97428275553311
9360,West Ham United,Stoke City,0–0,2015-16,London Stadium,bet365 Stadium,"51.53862065, -0.016623759002470637","52.9883401, -2.1755918764705897",135.76745387780977
9361,West Ham United,Sunderland,1–0,2015-16,London Stadium,Stadium of Light,"51.53862065, -0.016623759002470637","54.914395299999995, -1.3882579326202478",240.27050733867807
9362,West Ham United,Swansea City,1–4,2015-16,London Stadium,Liberty Stadium,"51.53862065, -0.016623759002470637","51.6436839, -3.9368469",168.9493088960096
9363,West Ham United,Tottenham Hotspur,1–0,2015-16,London Stadium,Tottenham Hotspur Stadium,"51.53862065, -0.016623759002470637","51.604157, -0.0662604100000004",5.010023128110013
9364,West Ham United,Watford,3–1,2015-16,London Stadium,Vicarage Road,"51.53862065, -0.016623759002470637","51.6501515, -0.4032259",18.345724185244286
9365,West Ham United,West Bromwich Albion,1–1,2015-16,London Stadium,The Hawthorns,"51.53862065, -0.016623759002470637","52.50916535, -1.9636560652183848",106.75994345465716
9366,Arsenal,Bournemouth,3–1,2016-17,Emirates Stadium,Dean Court,"51.55504035, -0.1083996708672374","50.73518145, -1.8383279465003122",94.17862293596298
9367,Arsenal,Burnley,2–1,2016-17,Emirates Stadium,Turf Moor,"51.55504035, -0.1083996708672374","53.78935525, -2.229894614670683",178.36282969984708
9368,Arsenal,Chelsea,3–0,2016-17,Emirates Stadium,Stamford Bridge,"51.55504035, -0.1083996708672374","51.481686499999995, -0.19103517666346065",6.198360443570153
9369,Arsenal,Crystal Palace,2–0,2016-17,Emirates Stadium,Selhurst Park,"51.55504035, -0.1083996708672374","51.39824295, -0.085255058181276",10.885690865162406
9370,Arsenal,Everton,3–1,2016-17,Emirates Stadium,Goodison Park,"51.55504035, -0.1083996708672374","53.4387191, -2.9664539939087415",177.48527511167492
9371,Arsenal,Hull City,2–0,2016-17,Emirates Stadium,MKM Stadium,"51.55504035, -0.1083996708672374","53.74624785, -0.36773541082765915",151.90485857053437
9372,Arsenal,Leicester City,1–0,2016-17,Emirates Stadium,King Power Stadium,"51.55504035, -0.1083996708672374","52.62039695, -1.1423352051152724",85.81581015501473
9373,Arsenal,Liverpool,3–4,2016-17,Emirates Stadium,Anfield,"51.55504035, -0.1083996708672374","53.4308358, -2.9609095414165294",176.93396001775898
9374,Arsenal,Manchester City,2–2,2016-17,Emirates Stadium,City of Manchester Stadium,"51.55504035, -0.1083996708672374","53.48309105, -2.2002520023433307",159.8517463773558
9375,Arsenal,Manchester United,2–0,2016-17,Emirates Stadium,Old Trafford,"51.55504035, -0.1083996708672374","53.46310955, -2.2913864850545362",160.88072413971335
9376,Arsenal,Middlesbrough,0–0,2016-17,Emirates Stadium,Riverside Stadium,"51.55504035, -0.1083996708672374","54.57831335, -1.2169383040174622",214.09270489596466
9377,Arsenal,Southampton,2–1,2016-17,Emirates Stadium,St Mary's Stadium,"51.55504035, -0.1083996708672374","50.90582665, -1.390881661218431",71.50008498688054
9378,Arsenal,Stoke City,3–1,2016-17,Emirates Stadium,bet365 Stadium,"51.55504035, -0.1083996708672374","52.9883401, -2.1755918764705897",132.31028341635783
9379,Arsenal,Sunderland,2–0,2016-17,Emirates Stadium,Stadium of Light,"51.55504035, -0.1083996708672374","54.914395299999995, -1.3882579326202478",238.2895775092823
9380,Arsenal,Swansea City,3–2,2016-17,Emirates Stadium,Liberty Stadium,"51.55504035, -0.1083996708672374","51.6436839, -3.9368469",164.92663403901292
9381,Arsenal,Tottenham Hotspur,1–1,2016-17,Emirates Stadium,Tottenham Hotspur Stadium,"51.55504035, -0.1083996708672374","51.604157, -0.0662604100000004",3.850268692416027
9382,Arsenal,Watford,1–2,2016-17,Emirates Stadium,Vicarage Road,"51.55504035, -0.1083996708672374","51.6501515, -0.4032259",14.294728116403407
9383,Arsenal,West Bromwich Albion,1–0,2016-17,Emirates Stadium,The Hawthorns,"51.55504035, -0.1083996708672374","52.50916535, -1.9636560652183848",103.0034712642754
9384,Arsenal,West Ham United,3–0,2016-17,Emirates Stadium,London Stadium,"51.55504035, -0.1083996708672374","51.53862065, -0.016623759002470637",4.1155600359863795
9385,Bournemouth,Arsenal,3–3,2016-17,Dean Court,Emirates Stadium,"50.73518145, -1.8383279465003122","51.55504035, -0.1083996708672374",94.17862293596298
9386,Bournemouth,Burnley,2–1,2016-17,Dean Court,Turf Moor,"50.73518145, -1.8383279465003122","53.78935525, -2.229894614670683",211.82126810809552
9387,Bournemouth,Chelsea,1–3,2016-17,Dean Court,Stamford Bridge,"50.73518145, -1.8383279465003122","51.481686499999995, -0.19103517666346065",88.32418801664662
9388,Bournemouth,Crystal Palace,0–2,2016-17,Dean Court,Selhurst Park,"50.73518145, -1.8383279465003122","51.39824295, -0.085255058181276",89.05445000479932
9389,Bournemouth,Everton,1–0,2016-17,Dean Court,Goodison Park,"50.73518145, -1.8383279465003122","53.4387191, -2.9664539939087415",192.99086511406216
9390,Bournemouth,Hull City,6–1,2016-17,Dean Court,MKM Stadium,"50.73518145, -1.8383279465003122","53.74624785, -0.36773541082765915",217.33190489362076
9391,Bournemouth,Leicester City,1–0,2016-17,Dean Court,King Power Stadium,"50.73518145, -1.8383279465003122","52.62039695, -1.1423352051152724",133.72050406044895
9392,Bournemouth,Liverpool,4–3,2016-17,Dean Court,Anfield,"50.73518145, -1.8383279465003122","53.4308358, -2.9609095414165294",192.40522280827446
9393,Bournemouth,Manchester City,0–2,2016-17,Dean Court,City of Manchester Stadium,"50.73518145, -1.8383279465003122","53.48309105, -2.2002520023433307",190.612326588149
9394,Bournemouth,Manchester United,1–3,2016-17,Dean Court,Old Trafford,"50.73518145, -1.8383279465003122","53.46310955, -2.2913864850545362",189.5904052220798
9395,Bournemouth,Middlesbrough,4–0,2016-17,Dean Court,Riverside Stadium,"50.73518145, -1.8383279465003122","54.57831335, -1.2169383040174622",267.0155774805117
9396,Bournemouth,Southampton,1–3,2016-17,Dean Court,St Mary's Stadium,"50.73518145, -1.8383279465003122","50.90582665, -1.390881661218431",22.869067600105755
9397,Bournemouth,Stoke City,2–2,2016-17,Dean Court,bet365 Stadium,"50.73518145, -1.8383279465003122","52.9883401, -2.1755918764705897",156.44294436960715
9398,Bournemouth,Sunderland,1–2,2016-17,Dean Court,Stadium of Light,"50.73518145, -1.8383279465003122","54.914395299999995, -1.3882579326202478",289.5965988473333
9399,Bournemouth,Swansea City,2–0,2016-17,Dean Court,Liberty Stadium,"50.73518145, -1.8383279465003122","51.6436839, -3.9368469",110.69416455730035
9400,Bournemouth,Tottenham Hotspur,0–0,2016-17,Dean Court,Tottenham Hotspur Stadium,"50.73518145, -1.8383279465003122","51.604157, -0.0662604100000004",97.6659171706461
9401,Bournemouth,Watford,2–2,2016-17,Dean Court,Vicarage Road,"50.73518145, -1.8383279465003122","51.6501515, -0.4032259",88.80357166103566
9402,Bournemouth,West Bromwich Albion,1–0,2016-17,Dean Court,The Hawthorns,"50.73518145, -1.8383279465003122","52.50916535, -1.9636560652183848",122.76080546872144
9403,Bournemouth,West Ham United,3–2,2016-17,Dean Court,London Stadium,"50.73518145, -1.8383279465003122","51.53862065, -0.016623759002470637",96.75049123929074
9404,Burnley,Arsenal,0–1,2016-17,Turf Moor,Emirates Stadium,"53.78935525, -2.229894614670683","51.55504035, -0.1083996708672374",178.36282969984708
9405,Burnley,Bournemouth,3–2,2016-17,Turf Moor,Dean Court,"53.78935525, -2.229894614670683","50.73518145, -1.8383279465003122",211.82126810809552
9406,Burnley,Chelsea,1–1,2016-17,Turf Moor,Stamford Bridge,"53.78935525, -2.229894614670683","51.481686499999995, -0.19103517666346065",181.13816944975693
9407,Burnley,Crystal Palace,3–2,2016-17,Turf Moor,Selhurst Park,"53.78935525, -2.229894614670683","51.39824295, -0.085255058181276",188.36831868034412
9408,Burnley,Everton,2–1,2016-17,Turf Moor,Goodison Park,"53.78935525, -2.229894614670683","53.4387191, -2.9664539939087415",38.79998387713189
9409,Burnley,Hull City,1–1,2016-17,Turf Moor,MKM Stadium,"53.78935525, -2.229894614670683","53.74624785, -0.36773541082765915",76.35486171935914
9410,Burnley,Leicester City,1–0,2016-17,Turf Moor,King Power Stadium,"53.78935525, -2.229894614670683","52.62039695, -1.1423352051152724",92.59040386945458
9411,Burnley,Liverpool,2–0,2016-17,Turf Moor,Anfield,"53.78935525, -2.229894614670683","53.4308358, -2.9609095414165294",38.96900669557557
9412,Burnley,Manchester City,1–2,2016-17,Turf Moor,City of Manchester Stadium,"53.78935525, -2.229894614670683","53.48309105, -2.2002520023433307",21.21547858916606
9413,Burnley,Manchester United,0–2,2016-17,Turf Moor,Old Trafford,"53.78935525, -2.229894614670683","53.46310955, -2.2913864850545362",22.703479960300733
9414,Burnley,Middlesbrough,1–0,2016-17,Turf Moor,Riverside Stadium,"53.78935525, -2.229894614670683","54.57831335, -1.2169383040174622",68.30815351085704
9415,Burnley,Southampton,1–0,2016-17,Turf Moor,St Mary's Stadium,"53.78935525, -2.229894614670683","50.90582665, -1.390881661218431",202.5105486725175
9416,Burnley,Stoke City,1–0,2016-17,Turf Moor,bet365 Stadium,"53.78935525, -2.229894614670683","52.9883401, -2.1755918764705897",55.43936505944002
9417,Burnley,Sunderland,4–1,2016-17,Turf Moor,Stadium of Light,"53.78935525, -2.229894614670683","54.914395299999995, -1.3882579326202478",84.91808014150114
9418,Burnley,Swansea City,0–1,2016-17,Turf Moor,Liberty Stadium,"53.78935525, -2.229894614670683","51.6436839, -3.9368469",164.75991337996385
9419,Burnley,Tottenham Hotspur,0–2,2016-17,Turf Moor,Tottenham Hotspur Stadium,"53.78935525, -2.229894614670683","51.604157, -0.0662604100000004",176.31040039943386
9420,Burnley,Watford,2–0,2016-17,Turf Moor,Vicarage Road,"53.78935525, -2.229894614670683","51.6501515, -0.4032259",166.60660436683813
9421,Burnley,West Bromwich Albion,2–2,2016-17,Turf Moor,The Hawthorns,"53.78935525, -2.229894614670683","52.50916535, -1.9636560652183848",89.21652060073234
9422,Burnley,West Ham United,1–2,2016-17,Turf Moor,London Stadium,"53.78935525, -2.229894614670683","51.53862065, -0.016623759002470637",181.30271408243283
9423,Chelsea,Arsenal,3–1,2016-17,Stamford Bridge,Emirates Stadium,"51.481686499999995, -0.19103517666346065","51.55504035, -0.1083996708672374",6.198360443570153
9424,Chelsea,Bournemouth,3–0,2016-17,Stamford Bridge,Dean Court,"51.481686499999995, -0.19103517666346065","50.73518145, -1.8383279465003122",88.32418801664662
9425,Chelsea,Burnley,3–0,2016-17,Stamford Bridge,Turf Moor,"51.481686499999995, -0.19103517666346065","53.78935525, -2.229894614670683",181.13816944975693
9426,Chelsea,Crystal Palace,1–2,2016-17,Stamford Bridge,Selhurst Park,"51.481686499999995, -0.19103517666346065","51.39824295, -0.085255058181276",7.359596703495562
9427,Chelsea,Everton,5–0,2016-17,Stamford Bridge,Goodison Park,"51.481686499999995, -0.19103517666346065","53.4387191, -2.9664539939087415",179.00163581667778
9428,Chelsea,Hull City,2–0,2016-17,Stamford Bridge,MKM Stadium,"51.481686499999995, -0.19103517666346065","53.74624785, -0.36773541082765915",156.76067460269263
9429,Chelsea,Leicester City,3–0,2016-17,Stamford Bridge,King Power Stadium,"51.481686499999995, -0.19103517666346065","52.62039695, -1.1423352051152724",88.55650934077272
9430,Chelsea,Liverpool,1–2,2016-17,Stamford Bridge,Anfield,"51.481686499999995, -0.19103517666346065","53.4308358, -2.9609095414165294",178.4434143984804
9431,Chelsea,Manchester City,2–1,2016-17,Stamford Bridge,City of Manchester Stadium,"51.481686499999995, -0.19103517666346065","53.48309105, -2.2002520023433307",162.2946643565301
9432,Chelsea,Manchester United,4–0,2016-17,Stamford Bridge,Old Trafford,"51.481686499999995, -0.19103517666346065","53.46310955, -2.2913864850545362",163.18575881530475
9433,Chelsea,Middlesbrough,3–0,2016-17,Stamford Bridge,Riverside Stadium,"51.481686499999995, -0.19103517666346065","54.57831335, -1.2169383040174622",218.35564491143182
9434,Chelsea,Southampton,4–2,2016-17,Stamford Bridge,St Mary's Stadium,"51.481686499999995, -0.19103517666346065","50.90582665, -1.390881661218431",65.5802634867851
9435,Chelsea,Stoke City,4–2,2016-17,Stamford Bridge,bet365 Stadium,"51.481686499999995, -0.19103517666346065","52.9883401, -2.1755918764705897",133.96341834712413
9436,Chelsea,Sunderland,5–1,2016-17,Stamford Bridge,Stadium of Light,"51.481686499999995, -0.19103517666346065","54.914395299999995, -1.3882579326202478",242.52028830516423
9437,Chelsea,Swansea City,3–1,2016-17,Stamford Bridge,Liberty Stadium,"51.481686499999995, -0.19103517666346065","51.6436839, -3.9368469",161.77389931012746
9438,Chelsea,Tottenham Hotspur,2–1,2016-17,Stamford Bridge,Tottenham Hotspur Stadium,"51.481686499999995, -0.19103517666346065","51.604157, -0.0662604100000004",10.030791911167189
9439,Chelsea,Watford,4–3,2016-17,Stamford Bridge,Vicarage Road,"51.481686499999995, -0.19103517666346065","51.6501515, -0.4032259",14.806273150484031
9440,Chelsea,West Bromwich Albion,1–0,2016-17,Stamford Bridge,The Hawthorns,"51.481686499999995, -0.19103517666346065","52.50916535, -1.9636560652183848",103.77221175499386
9441,Chelsea,West Ham United,2–1,2016-17,Stamford Bridge,London Stadium,"51.481686499999995, -0.19103517666346065","51.53862065, -0.016623759002470637",8.49122971234757
9442,Crystal Palace,Arsenal,3–0,2016-17,Selhurst Park,Emirates Stadium,"51.39824295, -0.085255058181276","51.55504035, -0.1083996708672374",10.885690865162406
9443,Crystal Palace,Bournemouth,1–1,2016-17,Selhurst Park,Dean Court,"51.39824295, -0.085255058181276","50.73518145, -1.8383279465003122",89.05445000479932
9444,Crystal Palace,Burnley,0–2,2016-17,Selhurst Park,Turf Moor,"51.39824295, -0.085255058181276","53.78935525, -2.229894614670683",188.36831868034412
9445,Crystal Palace,Chelsea,0–1,2016-17,Selhurst Park,Stamford Bridge,"51.39824295, -0.085255058181276","51.481686499999995, -0.19103517666346065",7.359596703495562
9446,Crystal Palace,Everton,0–1,2016-17,Selhurst Park,Goodison Park,"51.39824295, -0.085255058181276","53.4387191, -2.9664539939087415",186.3591878597796
9447,Crystal Palace,Hull City,4–0,2016-17,Selhurst Park,MKM Stadium,"51.39824295, -0.085255058181276","53.74624785, -0.36773541082765915",162.7880882332635
9448,Crystal Palace,Leicester City,2–2,2016-17,Selhurst Park,King Power Stadium,"51.39824295, -0.085255058181276","52.62039695, -1.1423352051152724",95.77834267408068
9449,Crystal Palace,Liverpool,2–4,2016-17,Selhurst Park,Anfield,"51.39824295, -0.085255058181276","53.4308358, -2.9609095414165294",185.8007769439956
9450,Crystal Palace,Manchester City,1–2,2016-17,Selhurst Park,City of Manchester Stadium,"51.39824295, -0.085255058181276","53.48309105, -2.2002520023433307",169.59046458903026
9451,Crystal Palace,Manchester United,1–2,2016-17,Selhurst Park,Old Trafford,"51.39824295, -0.085255058181276","53.46310955, -2.2913864850545362",170.50224279249758
9452,Crystal Palace,Middlesbrough,1–0,2016-17,Selhurst Park,Riverside Stadium,"51.39824295, -0.085255058181276","54.57831335, -1.2169383040174622",224.90684112836493
9453,Crystal Palace,Southampton,3–0,2016-17,Selhurst Park,St Mary's Stadium,"51.39824295, -0.085255058181276","50.90582665, -1.390881661218431",66.18625495325222
9454,Crystal Palace,Stoke City,4–1,2016-17,Selhurst Park,bet365 Stadium,"51.39824295, -0.085255058181276","52.9883401, -2.1755918764705897",141.3229499556869
9455,Crystal Palace,Sunderland,0–4,2016-17,Selhurst Park,Stadium of Light,"51.39824295, -0.085255058181276","54.914395299999995, -1.3882579326202478",249.0956597368903
9456,Crystal Palace,Swansea City,1–2,2016-17,Selhurst Park,Liberty Stadium,"51.39824295, -0.085255058181276","51.6436839, -3.9368469",166.95809221056777
